"TIME","Vin","Notch","NarrowBPF"
0.009706617099,-4.48708,3.51465,0.958067
0.00973692013,-4.84766,3.23539,1.59854
0.00976722316,-4.99638,2.81421,2.16901
0.00979752619,-4.92674,2.26953,2.64453
0.00982782922,-4.64177,1.62518,3.00431
0.009858132251,-4.15393,0.909314,3.2326
0.009888435281,-3.48455,0.153253,3.31942
0.009918738311,-2.66288,-0.609949,3.26095
0.009949041342,-1.72482,-1.34692,3.05973
0.009979344372,-0.711385,-2.02543,2.72454
0.0100096474,0.333143,-2.61582,2.27001
0.01003995043,1.36311,-3.09228,1.71601
0.01007025346,2.33351,-3.43396,1.08673
0.01010055649,3.20191,-3.62593,0.409668
0.01013085952,3.93038,-3.65979,-0.28559
0.01016116255,4.48708,-3.53407,-0.968659
0.01019146558,4.84766,-3.25425,-1.60968
0.01022176861,4.99638,-2.83258,-2.18065
0.01025207164,4.92674,-2.28748,-2.65659
0.01028237468,4.64177,-1.64279,-3.0167
0.01031267771,4.15393,-0.926685,-3.24523
0.01034298074,3.48455,-0.170486,-3.33219
0.01037328377,2.66288,0.592753,-3.27375
0.0104035868,1.72482,1.32966,-3.07247
0.01043388983,0.711385,2.00802,-2.73713
0.01046419286,-0.333143,2.59817,-2.28236
0.01049449589,-1.36311,3.07431,-1.72805
0.01052479892,-2.33351,3.41563,-1.0984
0.01055510195,-3.20191,3.60718,-0.420921
0.01058540498,-3.93038,3.6406,0.27478
0.01061570801,-4.48708,3.51442,0.958304
0.01064601104,-4.84766,3.23416,1.59978
0.01067631407,-4.99638,2.81205,2.17117
0.0107066171,-4.92674,2.26655,2.64751
0.01073692013,-4.64177,1.62151,3.00797
0.01076722316,-4.15393,0.905118,3.2368
0.01079752619,-3.48455,0.148689,3.32398
0.01082782922,-2.66288,-0.614708,3.26571
0.01085813225,-1.72482,-1.3517,3.06451
0.01088843528,-0.711385,-2.03007,2.72918
0.01091873831,0.333143,-2.62016,2.27435
0.01094904134,1.36311,-3.09618,1.71991
0.01097934437,2.33351,-3.4373,1.09007
0.011,2.93893,-3.58268,0.629581
